,Nome da Embarcação,Número de Inscrição no RGP (PPP ou RAEP),Número de Inscrição na Marinha do Brasil,AB,Comprimento,Propulsão,HP,Capacidade do Porão,Volume do Tanque,Tripulação,Número de Covos,Status,UF,Número da Frota,Código IN,Petrecho
3138,ALIANÇA ETERNA,SP00076477,4010788054,1.8,8.5,Motor,18.0,,,1.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
3139,ALIANCA I,CE00013837,1620007720,7.3,7.98,Motor,,,,5.0,160.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3140,ALIANÇA I,RJ00149947,3870062118,6.9,10.7,Motor,60.0,,2000.0,2.0,,Deferida,RJ,1.02.001,1.3,1. Linha
3141,ALIANÇA JB,SC00009850,4010550406,72.0,23.0,Motor,320.0,,25000.0,4.0,,Deferida,SC,3.09.001,3.10,3. Rede de Arrasto
3142,ALIANÇA X,RJ00210051,3826680600,19.5,14.6,Motor,115.0,0.55,,6.0,,Deferida,RJ,4.01.002,4.4,4. Rede de Cerco
3143,ALIANÇA XV,AL00302145,2412234892,4.0,8.3,Motor,45.0,,,5.0,,Deferida,AL,1.03.005,1.6,1. Linha
3144,ALICE,SC00238135,4418909371,0.5,5.2,Motor,7.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3145,ALICE,PB00224764,1810057868,12.5,11.77,Motor,114.0,,,6.0,,Deferida,PB,6.03.003,6.5,6. Diversificada
3146,ALICE,PR00289964,421M2008004827,,5.5,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3147,ALICE,PR00134486,421M2010003782,,6.73,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3148,ALICE,PR00291591,421M2015002328,,6.9,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3149,ALICE,SC00154026,442M2007004826,,4.0,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3150,ALICE,RJ00302599,386M2017000441,,5.1,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3151,ALICE,SC00260786,4418911219,1.0,6.5,Motor,10.5,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3152,ALICE,SC00326187,4420234521,1.5,7.0,Motor,50.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
3153,ALICE,ES00048436,3410238816,2.8,7.5,Motor,18.0,,,2.0,,Deferida,ES,2.04.001,2.4,2. Rede de Emalhe
3154,ALICE,SC00339308,443M2022003858,1.0,4.6,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3155,ALICE,SC00342787,443M2023003866,,5.69,Motor,13.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3156,ALICE,RN00020518,181M2006000741,0.5,4.3,Motor,,,,3.0,30.0,Deferida,RN,5.01.005,5.4,5. Armadilha
3157,ALICE EJ,SC00341435,4430506442,136.0,25.72,Motor,350.0,120.0,41000.0,7.0,,Deferida,SC,3.10.002,3.13,3. Rede de Arrasto
3158,ALICE I,SC00164447,4418896520,,7.92,Motor,23.0,,60.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3159,ALICE I,CE00257739,161M2014001335,,4.56,Vela,,,,4.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3160,ALICE-I,RN00300935,1820051773,19.0,12.4,Motor,140.0,,3000.0,5.0,,Deferida,RN,5.01.006,5.9,5. Armadilha
3161,ALICE II,CE00026438,1620011107,5.0,9.1,Motor,30.0,,,5.0,220.0,Deferida,CE,5.01.001,5.1,5. Armadilha
3162,ALICE II,CE00013841,161M2006002668,,7.03,Vela,,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3163,ALICE R,AL00303381,2412225214,4.0,8.1,Motor,18.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
3164,ALICE V,SC00176340,4450038541,2.9,10.2,Motor,24.0,3.6,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3165,ALICE VI,SC00157936,4418900730,1.0,7.78,Motor,12.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3166,ALICIA,PA00311328,0211029114,13.0,12.0,Motor,114.0,,7500.0,4.0,,Deferida,PA,1.03.004,1.5,1. Linha
3167,ALICIA I,SC00262268,4430485984,1.0,5.94,Motor,5.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3168,ALICIA I,SC00068730,4410168762,2.8,8.2,Motor,24.0,,24.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3169,ALICI ISIS,SC00344509,443M2023007144,,4.87,Remo,,,,2.0,,Deferida,SC,6.08.004,6.11,6. Diversificada
3170,ALICINHA I,RN00259235,1820051536,6.0,8.3,Motor,60.0,,,5.0,,Deferida,RN,1.10.001,1.17,1. Linha
3171,ALIETE,PR00287184,421M2008002611,,6.3,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3172,ALIGOR,BA00262128,2930017945,2.0,7.2,Motor,18.0,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
3174,ALIMAR II,PA00000428,1610050428,71.0,22.0,Motor,325.0,,,6.0,,Deferida,PA,3.02.003,3.3,3. Rede de Arrasto
3175,ALIMAR VIII,PB00042046,1610038169,74.77,19.8,Motor,267.0,,38000.0,,,Deferida,PB,1.00.000,null,1. Linha
3176,ALINCON I,PR00071427,4211502581,2.8,8.5,Motor,18.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
3178,ALINE,SP00100675,4420116986,1.4,8.9,Motor,11.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3179,ALINE,SC00229046,4420222077,1.6,9.3,Motor,18.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
3180,ALINE,ES00141365,341M2011001023,,5.5,Remo,,,,2.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
3181,ALINE,RJ00131314,3840078105,2.4,7.0,Motor,18.0,,15.0,2.0,,Deferida,RJ,1.06.001,1.14,1. Linha
3182,ALINE,SC00234321,4420231106,1.4,5.5,Motor,4.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3183,ALINE,PR00285908,421M2007002735,,6.6,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3184,ALINE,SP00127665,401M2006004911,,4.5,Remo,,,,3.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3185,ALINE,PR00289676,421M2008005793,,5.1,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3186,ALINE,RJ00164067,3860009338,1.8,7.7,Motor,13.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3187,ALINE,SC00216681,4410159291,0.5,7.65,Remo,,,,5.0,,Deferida,SC,6.08.002,6.9,6. Diversificada
3188,ALINE ANA,RJ00243190,3810211427,1.9,7.6,Motor,76.0,,,6.0,,Deferida,RJ,3.03.001,3.6,3. Rede de Arrasto
3189,ALINE BRITO,ES00109475,2930019956,5.3,9.0,Motor,96.0,,,5.0,,Deferida,ES,1.06.001,1.14,1. Linha
3190,ALINE E AMANDA,RJ00071439,3820069402,3.0,8.5,Motor,10.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3191,ALINE I,RJ00130340,3850005704,0.4,4.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3192,ALINE I,CE00013879,1610035526,5.0,8.19,Motor,54.0,,2600.0,5.0,200.0,Deferida,CE,5.01.001,5.1,5. Armadilha
3193,ALINE I,SC00051229,4410121651,2.0,8.4,Motor,22.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3194,ALINE II,RJ00254557,382M2022000331,0.15,4.0,Remo,,0.1,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3195,ALINE II,RJ00071447,3810142310,3.6,6.4,Motor,11.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3196,ALINE III,PR00071451,4211460897,7.3,8.0,Motor,18.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
3197,ALINE III,SC00281590,4451116741,1.0,6.99,Motor,10.5,,,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3198,ALINE III,SC00051237,4410443721,10.0,11.2,Motor,57.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3199,ALINE IV,PR00280268,421M2008003022,,5.8,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3200,ALINE IV,RJ00171698,386M2011001308,,5.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3201,ALINE IV,SP00071465,4210202363,3.9,8.5,Motor,75.0,,,2.0,,Deferida,SP,3.02.004,3.8,3. Rede de Arrasto
3204,ALINE MARI,CE00271679,1630040801,6.1,11.4,Vela,,,,5.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3205,ALINE V,SC00051241,4410461788,2.0,8.91,Motor,24.0,,24.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3206,ALINE V,CE00027026,161M2007003494,,4.06,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3207,ALINE-V,CE00258427,161M2011000789,,4.18,Vela,,,,4.0,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3208,ALINE VI,CE00285284,1620024012,3.0,8.0,Motor,,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3209,ALINE VI,PR00288596,421M2004001658,,4.85,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3210,ALINE VII,SC00215811,9143398391,2.0,8.7,Motor,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3211,ALINE VII,SC00287944,4420206667,2.0,8.7,Motor,18.0,,,4.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3212,ALINE VIII,SC00214471,442M2006000545,,6.0,Motor,15.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3213,ALINE XX,CE00013867,1830030060,6.0,9.25,Motor,,,200.0,5.0,220.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3214,ALISON,ES00041978,3410230815,5.1,9.28,Motor,33.0,,100.0,3.0,,Deferida,ES,2.04.001,2.4,2. Rede de Emalhe
3215,ALISON II,RN00252437,1810058015,2.8,7.26,Motor,18.0,,,,,Deferida,RN,2.02.002,2.5,2. Rede de Emalhe
3216,ALISSIN,CE00112078,161M2006000037,,5.6,Vela,,,,4.0,60.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3217,ALIVANIA II,SC00233039,442M2010000766,,6.0,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3219,ALKMAAR,AL00013887,2210063825,3.7,8.0,Motor,,,,3.0,160.0,Deferida,AL,5.01.004,5.3,5. Armadilha
3220,ALLAN,SP00093397,4030133215,1.9,7.0,Motor,22.0,,,1.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
3221,ALLAN JUNIOR,CE00241238,163M2014000042,,7.9,Vela,,,,4.0,,Deferida,CE,2.02.001,2.2,2. Rede de Emalhe
3222,ALLICE,RJ00298289,3813910466,,7.8,Motor,3.0,,,3.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3223,ALLINY,SP00133248,403M2005008450,,4.85,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3224,ALL SEAS,ES00327069,3410391363,1.0,6.3,Motor,30.0,,,1.0,,Deferida,ES,1.06.001,1.14,1. Linha
3225,ALLYFY ALEC,AL00264776,2410131166,4.2,9.0,Motor,70.0,,200.0,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
3226,ALMADA I,SP00071497,4030239064,5.0,7.9,Motor,18.0,,,2.0,,Deferida,SP,3.02.004,3.8,3. Rede de Arrasto
3227,ALMA GEMEA-I,RJ00071509,3877045901,7.6,10.5,Motor,60.0,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3228,AL MAR,ES00108691,3410237631,23.6,13.9,Motor,120.0,,,12.0,,Deferida,ES,1.01.002,1.1,1. Linha
3229,AL MARE C,SC00010291,4410146092,25.0,14.3,Motor,310.0,20.25,12000.0,4.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
3230,AL MARE II,RJ00236887,3830072309,7.7,9.0,Motor,90.0,20.0,9000.0,1.0,,Deferida,RJ,3.03.001,3.6,3. Rede de Arrasto
3232,AL MARE IV G,PR00258105,4215529042,40.0,16.4,Motor,240.0,,13000.0,4.0,,Deferida,PR,3.03.001,3.6,3. Rede de Arrasto
3233,AL MAR I,ES00047200,3410231099,22.5,13.92,Motor,120.0,,4800.0,11.0,,Deferida,ES,1.02.001,1.3,1. Linha
3234,AL MAR- II,ES00103571,3410235396,28.0,16.35,Motor,,,,8.0,,Deferida,ES,1.01.001,1.2,1. Linha
3235,ALMEIDA,PR00295879,421M2008010525,,6.27,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3236,ALMEIDA,RJ00071517,3868889809,3.0,7.98,Motor,18.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3237,ALMEIDA,SC00342387,441M2016003591,1.0,6.02,Motor,15.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3238,ALMEIDA II,CE00094427,1610037847,16.0,13.2,Motor,,,,4.0,430.0,Deferida,CE,5.01.003,5.2,5. Armadilha
3239,ALMEIDA V,CE00013891,1620022095,2.2,7.5,Motor,52.0,,2500.0,3.0,160.0,Deferida,CE,5.01.001,5.1,5. Armadilha
3240,ALMERINDA,SC00225844,4430058300,,7.0,Remo,,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3241,ALMERINDA,SC00296435,443M2013002622,0.6,7.3,Remo,,,,2.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
3242,ALMIRANTE,CE00027040,1620019094,1.0,6.57,Vela,,,,5.0,80.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3243,ALMIRANTE,SC00163937,4450079523,1.9,7.32,Motor,11.0,,,2.0,,Deferida,SC,6.03.004,6.7,6. Diversificada
3244,ALMIRANTE DA GOLA,ES00105125,3410234519,12.0,10.51,Motor,120.0,,5547.0,5.0,,Deferida,ES,1.01.001,1.2,1. Linha
3245,ALMIRANTE DO MAR I,SP00071535,4030146457,1.3,6.5,Motor,18.0,,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
3246,ALMIRANTE DO MAR II,SP00071547,4030200851,1.7,6.5,Motor,33.0,,,,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
3247,ALMIRANTE DO MAR IV,SP00071521,4030141382,3.6,6.5,Motor,11.0,,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
3248,ALMIRANTE F,CE00095407,1620011425,3.49,8.0,Motor,51.0,,,3.0,160.0,Deferida,CE,5.01.001,5.1,5. Armadilha
3249,ALMIRANTE I,PA00127507,0210986263,2.0,9.0,Motor,18.0,,,2.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
3251,ALMIRANTE III,PA00127449,0210986255,2.0,9.0,Motor,18.0,,,,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
3252,ALMIRANTE III,PI00000430,1410106586,19.0,14.7,Motor,110.0,,5500.0,5.0,,Deferida,PI,3.02.001,3.4,3. Rede de Arrasto
3253,ALMIRANTE IV,PI00000444,1410107396,6.5,10.0,Motor,46.0,,8000.0,3.0,,Deferida,PI,3.02.001,3.4,3. Rede de Arrasto
3254,ALMIRANTE JACEGUAI,ES00110286,3420030118,0.8,5.4,Motor,20.0,,12.0,3.0,,Deferida,ES,1.06.001,1.14,1. Linha
3255,ALMIRANTE PIRAJICA,SP00337480,403M2022002826,,5.35,Motor,3.3,,,2.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3256,ALMIRANTE SG,CE00315476,1630047350,49.0,16.09,Motor,177.0,,,9.0,,Deferida,CE,1.10.001,1.17,1. Linha
3257,ALMIRANTE SG I,CE00315468,1630047341,49.0,15.64,Motor,303.0,,,9.0,,Deferida,CE,1.10.001,1.17,1. Linha
3258,ALMIRANTE SG II,CE00326401,1630048232,49.0,16.7,Motor,300.0,68.14,11000.0,9.0,,Deferida,CE,1.10.001,1.17,1. Linha
3259,ALMIRANTE SG III,CE00307195,1630046710,31.0,13.72,Motor,120.0,,4000.0,6.0,,Deferida,CE,1.10.001,1.17,1. Linha
3260,ALMIRANTE SULA,RJ00240448,3840089069,4.6,9.2,Motor,45.0,,300.0,5.0,,Deferida,RJ,1.06.001,1.14,1. Linha
3261,Almirante V,PI00020048,1610028040,12.61,12.0,Motor,114.0,,5000.0,5.0,300.0,Deferida,PI,5.01.004,5.3,5. Armadilha
3262,ALMIRANTE VI,PI00045076,1610064160,13.4,10.92,Motor,84.0,,3000.0,3.0,,Deferida,PI,2.02.002,2.5,2. Rede de Emalhe
3263,ALMIRANTE VII,PI00000858,1410110401,13.4,10.6,Motor,90.0,,7290.0,4.0,,Deferida,PI,3.02.001,3.4,3. Rede de Arrasto
3264,ALMIRANTE VIII,PA00131188,0210985461,16.0,14.5,Motor,120.0,,7000.0,6.0,,Deferida,PA,1.10.001,1.17,1. Linha
3265,ALON,SC00291067,442M2014004486,2.0,6.4,Motor,15.0,,,1.0,,Deferida,SC,6.03.004,6.7,6. Diversificada
3266,ALONSO,SC00286906,4418912959,1.0,7.12,Motor,11.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3267,ALPECRIWIL,RJ00214315,387M2004000780,0.3,5.2,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3268,ALTAIR I S,SC00194908,4418902775,9.0,10.75,Motor,23.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3269,ALTAMIR I,RJ00003768,3810458686,81.0,22.0,Motor,360.0,,20000.0,4.0,,Deferida,RJ,3.03.001,3.6,3. Rede de Arrasto
3270,Altanera,MA00128339,1210115344,3.2,7.62,Motor,18.0,,120.0,2.0,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
3271,ALTANIR,BA00013907,1620018314,9.0,10.57,Motor,40.0,,,5.0,250.0,Deferida,BA,5.01.001,5.1,5. Armadilha
3273,ALTAS HORAS,SC00222918,442M2007002823,,6.0,Remo,,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3274,ALTAS ONDAS,SP00165495,4030200885,0.7,5.1,Motor,25.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3275,ALTAS ONDAS,SC00218557,442M2012003412,,6.5,Remo,,,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3276,ALTER,SC00258757,4420223821,1.5,7.5,Motor,12.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3277,ALTEROSA,PR00288010,421M2007002891,,5.2,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3278,ALTEROSO,SC00313174,4451114845,1.0,6.35,Motor,7.5,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3279,ALTHAUS,SC00322639,441M2020002285,1.0,5.8,Motor,5.5,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3280,ALTO ASTRAL,RJ00071559,3870048140,5.3,9.8,Motor,22.0,,,2.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3281,ALTO ASTRAL I,SC00218197,4430483043,2.0,8.0,Motor,18.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3282,ALTO ATLÂNTICO,RJ00237727,387M2010002049,,4.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3283,ALTO MAR,CE00027054,161M2007003681,,4.37,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3284,ALTO MAR - I,CE00130770,161M2007003532,,4.17,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
3285,ALTO MAR IV,SC00041308,4430091382,83.0,21.65,Motor,300.0,,14000.0,4.0,,Deferida,SC,1.10.002,1.18,1. Linha
3286,ALTO MAR V,SC00299211,4410121481,52.0,18.52,Motor,270.0,,12000.0,4.0,,Deferida,SC,1.01.002,1.1,1. Linha
3287,ALTO MAR VI,SC00279659,4010368098,68.0,20.5,,290.0,,14500.0,4.0,,Deferida,SC,1.10.002,1.18,1. Linha
3288,A LUA NOVA,RJ00116208,3830082967,0.8,6.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3289,ALUISIO,PR00071567,4210171310,0.4,6.93,Motor,7.5,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
3291,ALUISIO PESCA I,PA00195196,0211003972,9.0,11.9,Motor,69.0,,,2.0,,Deferida,PA,1.03.004,1.5,1. Linha
3292,A LUZ DIVINA,RJ00071571,3870045167,5.49,9.0,Motor,,,,3.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3293,ALVA,RJ00126725,387M2011004076,,4.5,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3294,ALVARO II,AL00013911,2210093775,3.2,8.4,Motor,45.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
3295,ALVARO SANTANA,CE00272217,1630038296,3.6,9.29,Motor,51.0,,3000.0,5.0,,Deferida,CE,1.03.005,1.6,1. Linha
3297,ALVES,SC00340615,442M2019002238,1.99,5.3,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3298,ALVES E FERETTI,RJ00012711,3820103465,137.0,26.45,Motor,350.0,120.12,20090.0,4.0,,Deferida,RJ,4.01.005,4.2,4. Rede de Cerco
3299,ALVES FILHO DE Q. MIRIM,PA00122271,0210311754,2.5,8.2,Motor,14.0,,,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
3300,Alves I,MA00128471,1210105004,3.3,8.1,Motor,18.0,,150.0,3.0,,Deferida,MA,2.00.000,null,2. Rede de Emalhe
3301,ALVES I,MA00219245,1210132605,7.0,11.0,Motor,60.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
3302,ALVES I,CE00266378,161M2012000762,,2.58,Vela,,,,2.0,,Deferida,CE,1.06.003,1.12,1. Linha
3303,Alves Paes,BA00025758,3410135146,4.9,9.0,Vela,,,,4.0,110.0,Deferida,BA,5.01.004,5.3,5. Armadilha
3304,ALVIM,SC00231519,4451112541,0.8,6.2,Motor,,,,4.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3305,ALVINEGRA,SC00156306,441M2011003524,,5.82,Remo,,,,2.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
3306,ALVI NEGRA II,SC00252557,441M2012006825,,5.9,Remo,,,,2.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
3307,Alviverde,PR00149085,421M2008006005,,4.9,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3308,ALVORADA,SC00207914,443M2013004102,,4.14,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3309,ALVORADA,RJ00108869,387M2007000607,,5.0,Motor,5.5,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
3310,ALVORADA,CE00252049,1810046394,1.97,13.26,Motor,90.0,,4300.0,5.0,,Deferida,CE,1.07.001,1.15,1. Linha
3311,ALVORADA,SC00317186,4418922296,1.0,8.0,Motor,18.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3312,ALVORADA,SP00118026,401M2004009629,,5.0,Remo,,,,4.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
3313,ALVORADA,SP00121377,4030207537,1.7,7.44,Motor,95.0,,,,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
3314,ALVORADA G I,SC00264168,4418896091,1.0,8.37,Motor,11.0,,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
3315,ALVORADA I,PR00071597,4211468405,2.4,8.32,Motor,15.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
3316,ALVORADA I,SC00161507,4410172158,1.1,7.65,Motor,9.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3317,ALVORADA I,RJ00071585,3820059911,2.8,8.15,Motor,13.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
3318,ALVORADA I,SP00113850,4030230849,3.6,6.5,Motor,11.0,,,2.0,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
3319,ALVORADA II,SC00051287,4450002067,3.3,10.0,Motor,24.0,,,6.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3320,ALVORADA III,SC00179608,4410445405,2.0,8.0,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3321,ALVORADA IV,SC00176770,4430478503,4.0,9.0,Motor,24.0,,200.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3322,ALVORADA VI,SC00051291,4410445600,2.0,8.1,Motor,18.0,2.0,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
3323,ALVOREDO,SC00159864,4418890157,1.0,5.92,Motor,8.0,0.4,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3324,ALVOREDO,SC00047510,4420208546,4.5,10.0,Motor,75.0,,600.0,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
3325,ALYCE KASSYA,MA00277519,1210143216,,7.0,Motor,,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
3326,ALYNE,PR00115700,421M2010002492,,5.25,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
3327,ALYNS,SC00190848,443M2010001723,,4.4,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3328,ALYSON,SC00254411,4418910921,2.0,7.6,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3329,ALYSSA,CE00247440,161M2014001491,,4.69,Vela,,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3330,ALYSSON,PA00007140,1630040304,29.0,14.6,Motor,114.0,32.41,6000.0,4.0,,Deferida,PA,1.09.002,1.9,1. Linha
3331,ALYSSON I,BA00297185,3410389784,14.0,12.61,Motor,90.0,25.02,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
3332,ALZIRA VII,SP00113124,4040056248,1.6,7.5,Motor,10.0,,,2.0,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
3333,AMA A DEUS,CE00264064,163M2014000107,,7.1,Vela,,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
3334,AMABIILLY 01,SC00272391,443M2015002932,,4.2,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
3335,AMABILE,SC00053687,4410150910,1.9,9.3,Motor,11.0,2.7,,3.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
3336,AMADA AMANTE,MA00201510,1210116189,3.3,2004.0,Motor,22.0,,300.0,2.0,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
3337,AMADEU,RJ00174368,388M2013000546,,7.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
